"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"537",537,"532","13.171","526.77747","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4082.87","190715_Smp_FK180310S80C1-DCM_B","526.77747:412013 527.78082:0 528.78418:0","","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77716","526.77747","526.77747","526.77661","526.77747","526.77863","526.77747","526.77747","526.77747","526.77771","526.77753","526.77747","526.77747","526.77747","526.77747","526.77747","526.77716","526.77747","526.77631","526.77747","526.77747","526.77618","526.77747","526.77747","526.7785","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747","526.77747"
"538",538,"533","13.316","527.82623","Unknown","[M-H]-","","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2912.81","190715_Smp_FK180310S64C1-DCM_B","527.82623:637253 528.82958:0 529.83294:341671","","527.82495","527.82617","527.8266","527.82678","527.82623","527.82623","527.82623","527.82574","527.82654","527.82623","527.82623","527.82623","527.82623","527.82623","527.82617","527.82672","527.82629","527.82666","527.82672","527.82623","527.82623","527.8269","527.82654","527.82623","527.82605","527.82581","527.82623","527.82574","527.82623","527.8266","527.82623","527.82623","527.82623","527.82532","527.82623","527.82507","527.8252","527.82648","527.82501","527.82678","527.82623","527.82623","527.82623","527.82697","527.82623","527.82623","527.82623","527.82623","527.82599","527.82623"
"539",539,"534","13.343","532.76886","Unknown","[M-H]-","","0.84","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17847.23","190715_Smp_FK180310S62C1-25m_A","532.76886:2256660 533.77221:789422 534.77557:1369431","","532.7691","532.7688","532.7691","532.76831","532.76886","532.76801","532.76898","532.76862","532.76862","532.76868","532.76898","532.76935","532.76941","532.76862","532.76831","532.76886","532.76886","532.76874","532.76886","532.76868","532.76886","532.76794","532.76788","532.76886","532.76892","532.76917","532.76868","532.76886","532.76868","532.76953","532.76862","532.76935","532.76886","532.76849","532.76837","532.76776","532.76862","532.76819","532.76886","532.76892","532.76886","532.76886","532.76807","532.76917","532.76886","532.76886","532.76923","532.7688","532.76868","532.76831"
"540",540,"535","13.449","533.7699","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3963.4","190715_Smp_FK180310S77C1-25m_C","533.7699:578979 534.77325:930517 535.77661:0","","533.76917","533.7699","533.76862","533.76923","533.76941","533.7699","533.7699","533.7699","533.76978","533.7699","533.7699","533.7699","533.7699","533.76978","533.76892","533.7699","533.76941","533.76984","533.7699","533.7699","533.7699","533.76935","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.76947","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.7699","533.77075","533.7699","533.7699","533.76947"
"541",541,"536","13.419","534.76538","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10144.95","190715_Smp_FK180310S62C1-25m_A","534.76538:1273615 535.76873:0 536.77209:355577","","534.76544","534.76611","534.76483","534.7663","534.76538","534.76538","534.76538","534.76538","534.76581","534.76471","534.76538","534.76617","534.76538","534.76556","534.76624","534.76556","534.76538","534.76587","534.76538","534.76538","534.76538","534.76453","534.76605","534.76538","534.76489","534.76538","534.76575","534.76538","534.7652","534.76526","534.76581","534.76538","534.76538","534.76581","534.76611","534.76538","534.7677","534.76495","534.76569","534.76575","534.76538","534.76538","534.7655","534.76483","534.76538","534.76538","534.76721","534.76666","534.76715","534.76587"
"542",542,"537","9.319","542.49512","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","923.13","190715_Smp_FK180310S62C1-25m_B","542.49512:97920 543.49847:92262 544.50183:109115","","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.4939","542.49493","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49463","542.49567","542.49512","542.49512","542.49512","542.49512","542.49445","542.49426","542.49219","542.49286","542.49512","542.49457","542.49359","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512","542.49512"
"543",543,"538","9.283","543.49323","Unknown","[M-H]-","ion correlated with 529","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1074.64","190715_Smp_FK180310S77C1-25m_A","543.49323:104688 544.49658:94546 545.49994:36329","","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49243","543.49036","543.4931","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49286","543.49323","543.49323","543.49323","543.49316","543.49323","543.49323","543.49396","543.49323","543.49304","543.49194","543.49323","543.49323","543.49396","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323","543.49323"
"544",544,"539","13.411","548.74719","Unknown","[M+Cl]-","adduct linked to 528_[M-H]-","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7372.36","190715_Smp_FK180310S77C1-25m_A","548.74719:757838 549.75054:0 550.7539:237156","","548.74634","548.74591","548.74683","548.74719","548.74719","548.74719","548.74719","548.74719","548.74683","548.74725","548.74719","548.74719","548.74719","548.74719","548.74719","548.74872","548.74646","548.74719","548.74719","548.74719","548.74719","548.74713","548.74792","548.74719","548.74677","548.74719","548.74683","548.74719","548.74719","548.74719","548.74719","548.74719","548.74719","548.74591","548.74622","548.74719","548.74689","548.74719","548.74719","548.74689","548.74719","548.74719","548.74719","548.74725","548.74719","548.74719","548.74719","548.74658","548.74713","548.74719"
"545",545,"540","9.299","551.99377","Unknown","[M-H]-","similar chromatogram in higher mz_557","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","905.78","190715_Smp_FK180310S77C1-25m_A","551.99377:68380 552.99712:0 554.00048:48716","","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99353","551.99438","551.99164","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99701","551.99377","551.99377","551.99445","551.99377","551.99377","551.995","551.99377","551.99438","551.9939","551.99377","551.99377","551.99365","551.99512","551.99377","551.99323","551.99567","551.99329","551.99219","551.99402","551.99225","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377","551.99377"
"546",546,"541","9.307","552.66077","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","842.53","190715_Smp_FK180310S77C1-25m_A","552.66077:63120 553.66412:0 554.66748:0","","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.65869","552.66089","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.65942","552.66077","552.66077","552.65887","552.66077","552.65948","552.65991","552.66364","552.66077","552.6604","552.66077","552.66077","552.6593","552.66077","552.66077","552.65796","552.66101","552.66077","552.66077","552.66077","552.66077","552.65833","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077","552.66077"
"547",547,"542","3.576","562.87329","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.97","190715_Std_4uMStdsMix1InMatrix_1","562.87329:268436 563.87664:0 564.88:0","","562.87329","562.87476","562.87469","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87628","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87561","562.8739","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87329","562.87439","562.87329","562.87329","562.87329","562.87329","562.87329","562.87335","562.87329","562.87659","562.87329","562.87329","562.87329","562.87329","562.87329","562.87433","562.87329","562.87329","562.87506","562.8739","562.87329","562.87329"
"548",548,"543","9.283","595.49762","Unknown","[M-H]-","ion correlated with 547; ion correlated with 513; ion correlated with 479; ion correlated with 544; ion correlated with 546; ion correlated with 519; ion correlated with 493","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1337.97","190715_Smp_FK180310S64C1-25m_A","595.49762:164738 596.50097:180857 597.50433:211416","","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49969","595.4989","595.49762","595.49762","595.49829","595.49762","595.49762","595.49762","595.49762","595.49786","595.49854","595.49762","595.49762","595.4989","595.49762","595.49762","595.49908","595.49719","595.49835","595.49805","595.49762","595.49762","595.49976","595.49762","595.49829","595.49768","595.49762","595.49762","595.49762","595.49762","595.49835","595.49976","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762","595.49762"
"549",549,"544","9.283","596.4964","Unknown","[M-H]-","ion correlated with 547; ion correlated with 520; ion correlated with 546; ion correlated with 102; ion correlated with 493; ion correlated with 530; ion correlated with 548","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2080.38","190715_Smp_FK180310S64C1-DCM_B","596.4964:196439 597.49975:121747 598.50311:117998","","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.49683","596.49713","596.49738","596.4964","596.4964","596.4964","596.4964","596.4964","596.49731","596.4964","596.49683","596.4964","596.4975","596.4964","596.49634","596.49774","596.4964","596.49658","596.49731","596.4964","596.4964","596.49725","596.4964","596.49731","596.4964","596.4964","596.49658","596.4964","596.49677","596.49725","596.4964","596.49646","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964","596.4964"
"550",550,"545","13.155","620.8501","Unknown","[M-H]-","ion correlated with 500","0.38","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8618.87","190715_Poo_TruePooFK180310_DDAneg20","620.85101:614937 621.85436:0 622.85772:209325","52.23569:7286 52.80468:6842 74.43082:6582 87.16338:7343 95.08846:7265 110.98264:7597 114.69406:6622 134.92043:7664 162.81548:7193 163.37105:7481 194.92711:197660 215.86058:7410 227.49805:12495 249.38948:9082 292.89523:102040","620.8501","620.8501","620.8501","620.8501","620.85101","620.85254","620.8501","620.84998","620.8501","620.85095","620.8501","620.8501","620.85138","620.8501","620.8501","620.84998","620.8501","620.84955","620.8501","620.8501","620.8501","620.85156","620.8501","620.84906","620.8501","620.85083","620.85059","620.85077","620.85217","620.8501","620.8501","620.85107","620.8501","620.85059","620.85052","620.8501","620.8501","620.85016","620.8504","620.8501","620.8501","620.8501","620.8501","620.8501","620.8501","620.8501","620.8501","620.8501","620.8501","620.8501"
