"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49","NA.","NA..1"
"461",461,"456","13.652","336.83405","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9501.08","190715_Std_4uMStdsMix1InMatrix_2","336.83405:1571554 337.8374:432685 338.84076:436485","","10561082","15026073","6458720","12789486","3595114","2150272","986947","2193210","9280397","9941469","1377774","1383299","1526673","1855176","8864620","6632118","12386569","4921618","1086164","122379","170279","3053401","1783208","641166","2849292","2471970","7297789","3126152","14427944","7718381","10382658","253387","639574","6478265","7479068","2815184","7467190","4713628","4982076","3551263","0","0","8380534","30807376","0","0","9638702","17962502","15150358","23034280","6208295.78046875","6416168.90507529"
"462",462,"457","13.721","336.85938","Unknown","[M-H]-","","0.22","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2341.11","190715_Poo_TruePooFK180310_DDAneg20","336.85947:983210 337.86282:115449 338.86618:494750","52.46612:7301 61.63628:6547 69.80904:6663 70.70451:6486 75.02902:8107 96.959:20201 100.82426:6438 108.45309:6574 112.04336:7664 112.11222:6400 141.45454:8417 153.06442:8245 153.64957:7478 162.32916:7664 180.17903:7390 182.81052:8074 195.56219:6270 199.93864:7309 216.35991:79625 216.37309:50680 216.89674:32263 216.90941:54819 234.90811:17375 238.87894:241031 244.02571:6836 251.74706:6806 256.87723:34190 256.89066:12653 270.22162:7550 274.88791:178870 285.08826:7019 287.85034:21605 301.75763:9220 336.83435:109575 336.8501:39115","408543","526061","470408","3398278","2065061","2766366","262991","241245","7038284","3294577","165122","338037","668410","205174","10102746","1586879","707908","7827500","971599","195710","142444","2562812","647534","24536204","3863300","2675318","4145359","1426816","2262470","5495180","10196103","289470","5539495","2200020","11558195","2310292","2191616","3116983","1516770","189593","0","0","468036","0","0","0","353696","1311245","1045630","0","2665709.55875","4241387.87615954"
"463",463,"458","19.847","336.88901","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6183.89","190715_Blk_KM1906U14-Blk_C","336.88901:4725812 337.89236:330112 338.89572:0","","95783952","0","111662","0","13259184","58038","13605091","54547","50165092","48733","453781","210815","13355","63852","49870","0","50814","50360556","625299","36924520","13142871","32623256","52516168","25964788","81735488","32047416","25582544","0","46101300","40054488","51428836","130631","1497811","48545400","42564128","0","61953144","61893632","23089102","39470312","54872","49980","62061","0","50653","42613","46767","57996","0","0","18850908.4223828","25363099.353452"
"464",464,"459","8.448","336.89926","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","406.46","190715_Smp_FK180310S77C1-DCM_A","336.89926:161079 337.90261:0 338.90597:0","","0","0","939798","1048692","71733","79875","49456","1142118","831716","444020","42977","122418","105280","36353","580974","554353","341949","560112","1562246","2980975","495039","663751","371613","2080368","741958","743044","1599480","1779606","977182","1175365","791302","3518817","1844820","1568026","866001","926658","451087","536180","983388","1180107","0","52526","0","0","0","0","0","0","0","0","696827.219765625","782353.657335015"
"465",465,"460","9.972","337.90634","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.36","190715_Std_H2OinMatrix_2","337.90634:1027446 338.90969:0 339.91305:549092","","1938722","15892146","4226642","6385536","241957","419196","115372","1981248","1457114","1515104","162043","115992","294524","3958684","2748906","3552652","1419024","1721035","2330215","1223399","532588","956595","2092874","1721946","2341196","1150342","896232","5048732","977460","2519575","1970788","2492950","1371180","2199975","2687650","2467230","818145","2263469","2530776","2293152","5400202","10855154","7445742","5310262","2277416","8849761","6062856","7127381","5804652","13670783","3276731.46484375","3360610.39808008"
"466",466,"461","7.309","337.90637","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.21","190715_Std_4uMStdsMix1InMatrix_1","337.90637:5894645 338.90972:178051 339.91308:2605672","","3770723","11968562","2196345","22937568","1073012","278614","468894","18592494","8255324","8391766","199250","346171","907363","11269286","1636538","23135702","2604004","14452226","4729250","5842548","193774","24613628","6989112","7456758","7782998","5101948","13408334","11548690","16753795","634418","11639220","993652","6042826","19320598","16659666","9685428","8807205","9788376","10189693","1485277","3286973","7704154","82132800","8598034","2906360","6601434","4223284","18155610","7576320","23085452","9928429.181875","12496049.8199179"
"467",467,"462","3.023","337.90662","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","22","190715_Poo_QC-KM1906_F","337.90662:6539258 338.90997:176595 339.91333:3048741","","7446348","45146096","43607736","86323888","1026930","1811391","3379282","18155514","13381215","19937802","441463","2324839","4321956","19065626","10873411","17558116","7480572","22588732","20981304","90778184","15096142","15333475","26889066","16111394","12020984","15933724","38390976","31482522","30503194","9909998","8816668","9111929","9147034","26356684","13894153","18812498","11238503","16027450","31105824","20938528","8012378","68920264","80379208","58908492","4474216","14263661","92063760","64841788","48279264","51686080","26111605.265","24579630.7259691"
"468",468,"463","13.691","338.83075","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3089.7","190715_Poo_QC-KM1906_D","338.83075:457900 339.8341:0 340.83746:0","","2361234","10244472","284059","1342028","602219","453908","114645","980042","1611427","2596827","223440","304212","552056","133473","984174","733131","3186282","1171814","232150","104883","0","821991","318757","0","3601172","194635","1989272","164694","1595040","3273963","2922039","111317","69158","1574350","1582783","357791","2051385","936475","419716","331157","0","0","615013","2374725","0","0","1072050","2736214","3840278","2682476","1277058.55671875","1702176.5531628"
"469",469,"464","6.759","339.90448","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.2","190715_Std_4uMStdsMix1InMatrix_1","339.90448:2556313 340.90783:65607 341.91119:0","","1227451","4245578","8356958","11912206","501554","295952","193068","2789018","3287012","4663182","503156","501511","317286","3673916","2811703","2812422","2277848","3555844","1853352","4531702","6208204","4931408","5194317","2915945","1982354","1318582","8927067","4660601","6725110","3068353","1209142","1857299","1859512","2930334","7464213","4301568","4266649","5862924","7229493","1734120","2420774","3672328","31707116","3522750","2354500","1683731","7509278","3505284","4217146","8041139","4271839.179375","4709861.71572979"
"470",470,"465","3.069","339.90451","Unknown","[M-H]-","","0.54","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.15","190715_Poo_QC-KM1906_F","339.90451:2778710 340.90786:80431 341.91122:0","","3854614","20101934","20280834","42401976","766959","695128","531816","15309520","5190030","11620754","651331","502625","1298493","17472546","2404084","7814979","2962160","3218150","5779236","41535960","4505994","5871634","9614586","5023164","7841480","1037611","13254073","16706109","11300263","5572858","3370009","3334330","8411458","12989389","5768347","7318263","3343754","4407416","13080457","8428394","2485692","33121716","37681808","26235890","1829231","5649797","59105860","24817514","19049750","25117274","11813345.00625","12793805.7341136"
"471",471,"466","10.238","341.10931","Unknown","[M-H]-","adduct linked to 490_[M+Cl]-","1","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12537.09","190715_Poo_TruePooFK180310_DDAneg35","341.10931:775543 342.11266:72636 343.11602:0","52.67839:7724 58.23578:7250 59.01263:228665 71.01266:128167 83.82922:6906 85.0283:18001 87.00761:7882 89.02326:305443 91.3483:8265 95.01274:11968 95.40639:9024 101.02332:89979 113.02341:74539 115.32172:6670 119.03393:87907 149.04459:11422 153.15645:9077 166.54274:9220 171.39386:7393 179.05562:12164 216.28131:9199 216.29044:13100 216.30215:128708 296.0274:7379","2598737","10856811","13612372","14818409","5730606","3684573","3526786","14726619","11942495","11770588","4276682","5806224","6972754","6475828","6688632","7191602","13723343","8859448","14552772","2483244","4454710","3869528","21061110","23772908","23845824","11100273","9489867","12525370","6274354","6801878","14565909","4308466","2042278","1846863","13514591","23921720","19137118","10275249","22534666","35479912","35747152","28322482","35655664","28786990","641031","21771440","9048739","5933684","9335525","5760880","12442494.13375","9325060.42809439"
"472",472,"467","19.805","344.87769","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5684.47","190715_Smp_FK180310S64C1-DCM_B","344.87769:787050 345.88104:180868 346.8844:0","","6200996","47600","0","0","71692","1257770","160386","53707","11249621","8260561","279339","31100","2608546","0","0","0","57778","2585400","0","2936713","2923862","0","7067946","2779364","9854299","7203826","7322836","0","7868836","5098560","9756397","0","50395","47919","7132114","0","9672990","6371019","109668","0","50049","0","0","0","0","41202","69287","0","0","46037","2385356.299375","3527064.88048237"
"473",473,"468","10.783","346.05588","w/o MS2:Ingalls_AMP","[M-H]-","","0.32","False","11.454","346.05609","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","5751.42","190715_Std_4uMStdsMix2InMatrix_2","346.05588:1392854 347.05923:152648 348.06259:0","","0","0","196737","98374","185186","157083","247584","1261887","1096578","1427492","72142","226183","325422","41522","54500","362611","1735237","1818920","13149918","45135","2834424","574301","428477","933548","5207633","125729","499818","382448","453804","0","285460","46260","48610","285022","43952","1678561","828705","131122","162141","640894","0","104934","62688","58785","19071316","16292216","20666004","24279542","0","0","2372578.12875","5696613.31223627"
